100000	[0.025571,-0.176673,-0.107011,-0.040181,0.125532,-0.206488,-0.194070,-0.032340,0.052777,0.015059,-0.146562,0.063508,0.061791,-0.038355,-0.002631,0.034878,-0.029855,-0.122038,0.111978,0.062396,-0.008264,-0.070311,0.066972,-0.087196,-0.037295,-0.037629,0.175480,0.029805,-0.064768,-0.206311,0.098138,0.091517,0.096704,-0.196037,-0.039170,-0.065035,0.147225,-0.146784,-0.031570,0.001127,0.025719,-0.037512,-0.043894,0.006878,0.039116,0.229936,-0.101328,0.036655,0.023116,-0.270940,0.260260,0.172534,0.161125,-0.267984,-0.045535,-0.169690,-0.016536,0.075978,-0.067298,0.178523,0.165714,0.359347,-0.017993,0.084158]
100001	[-0.146952,0.056744,0.017903,-0.046148,0.039678,-0.028278,-0.124616,-0.007407,0.067299,0.006632,0.057536,0.054873,0.188966,0.055563,0.021291,-0.023070,0.011760,-0.004768,-0.193535,0.044236,-0.068790,-0.017203,0.184896,-0.102542,0.417415,0.020645,0.084759,-0.248935,0.060807,0.009896,0.039746,0.039764,0.060581,0.117029,0.023142,-0.046100,0.136492,0.097273,-0.023494,0.194694,-0.050175,0.212863,0.135062,-0.240385,0.161565,0.004550,-0.031996,-0.070871,-0.161679,0.030361,-0.110023,-0.042718,0.100719,0.115729,0.347299,-0.014296,-0.076422,0.077637,-0.107747,0.034080,-0.047170,-0.116576,-0.244487,0.189338]
100002	[-0.037101,-0.309222,-0.083793,0.092970,-0.176798,0.091913,-0.285875,0.083383,-0.415460,0.201929,-0.083186,0.226141,0.026892,0.076073,-0.099626,0.009501,-0.056960,0.053670,-0.044936,-0.008660,0.098894,0.000348,0.160385,-0.170216,0.016893,0.046012,-0.032060,-0.040841,-0.074769,0.014687,-0.105411,-0.165962,-0.144708,-0.081557,-0.034022,0.111797,0.036240,0.077352,0.094600,0.008894,0.293168,-0.094630,-0.030205,-0.063722,0.158902,-0.012408,0.110926,-0.020833,0.064901,-0.025876,-0.179444,0.118936,0.034607,-0.071800,-0.054822,0.168513,-0.123231,0.055770,-0.119240,-0.042695,-0.016401,-0.153019,0.038464,0.068265]
100003	[0.012641,-0.038138,0.052845,0.076242,-0.110752,0.020830,0.126095,0.076582,0.224634,-0.033323,-0.123393,0.030504,-0.221869,0.046569,0.153364,0.066603,0.047607,0.030239,-0.016062,-0.011969,0.113794,-0.133507,-0.006069,-0.096769,-0.132008,-0.014786,0.084054,0.237220,-0.036069,-0.009029,-0.123061,0.059736,0.183845,-0.013275,-0.064370,0.093177,-0.097073,-0.076789,0.046939,-0.183099,-0.076597,0.018059,0.117284,0.120686,-0.023053,0.195523,-0.333733,-0.011460,-0.096317,0.117265,0.121676,0.133218,-0.015252,-0.155731,-0.168409,-0.197251,-0.117726,-0.019381,-0.021438,0.281592,-0.135237,-0.273000,-0.061600,-0.206964]
100004	[-0.071965,-0.066883,-0.030450,0.317703,0.089464,-0.035717,0.028427,-0.062524,0.076846,-0.045099,0.090010,-0.193490,0.034116,0.076241,0.156114,-0.150274,0.245297,0.116029,-0.119319,0.089916,-0.167172,0.010938,-0.010471,-0.012874,-0.143331,0.033100,-0.141184,0.137473,0.003360,0.077245,0.229399,-0.077968,0.056042,0.096076,0.025829,0.072377,0.086864,0.029284,-0.069696,0.043962,0.117318,0.179074,-0.061674,-0.065157,0.084669,0.078787,-0.064872,0.207019,-0.092609,-0.073946,0.270478,-0.036165,-0.040688,0.222498,0.120064,0.175969,0.113138,-0.072761,0.344278,-0.135028,0.021114,-0.159537,-0.058416,0.024951]
100005	[0.009136,-0.211121,-0.030946,0.134919,0.007407,0.106306,0.070134,-0.099017,-0.207517,0.134584,-0.034161,0.057540,-0.161747,0.057604,0.171475,-0.026644,-0.006525,0.191913,0.097880,0.054018,0.053728,-0.262280,0.057889,-0.142641,0.163146,0.011125,-0.128650,0.163274,0.147605,0.114294,-0.165793,0.103519,0.250194,-0.042152,-0.039373,0.002555,-0.093096,-0.000194,0.093852,-0.045274,-0.168235,-0.057262,-0.057953,0.078989,0.122104,0.003126,0.231051,0.023322,0.141787,-0.013549,-0.021917,0.196439,0.030182,-0.073058,0.036878,0.217979,-0.051136,0.128760,-0.115863,-0.043862,0.223896,0.209473,0.222332,0.095724]
100006	[0.003191,-0.049701,-0.022529,-0.158162,0.076431,-0.099099,0.078524,-0.146492,0.054715,0.035864,-0.058842,-0.132164,0.221369,0.098490,-0.043873,-0.035102,0.054502,-0.021722,0.018785,0.258853,0.159987,-0.005696,0.050245,-0.046213,0.276271,-0.070949,-0.079367,-0.022949,0.032717,-0.131643,0.250705,0.183136,0.007344,0.117489,0.229742,-0.006900,0.222061,0.136873,0.192685,-0.048822,0.026877,0.039234,-0.077892,0.119415,-0.020513,-0.086771,0.031128,0.027790,-0.004430,0.064753,0.084312,0.123995,-0.267431,0.169989,-0.032004,0.246803,-0.027629,0.044774,-0.111423,0.015212,0.261089,0.057243,0.159234,0.172588]
100007	[0.183644,-0.054802,0.153372,-0.010196,-0.068166,0.074068,0.116942,0.037224,-0.156499,-0.153683,0.137587,-0.167688,0.105484,-0.140643,0.011362,-0.395858,0.159417,-0.007197,0.043740,-0.107272,-0.051264,0.056108,-0.136335,0.002038,-0.026569,0.033659,0.123199,0.056657,-0.128864,0.002904,0.217165,0.185089,-0.048676,0.104026,-0.347148,0.044796,0.116554,-0.063796,0.257964,0.055984,-0.136163,-0.085044,0.010545,0.112821,0.036922,0.062372,0.032727,0.092790,0.097498,0.021825,-0.073992,-0.077483,0.111994,0.041066,-0.132544,0.004201,-0.091741,0.010802,-0.012438,-0.098799,-0.012719,0.297959,0.107987,-0.033473]
100008	[-0.027954,0.040060,-0.183483,-0.234386,0.045446,0.134667,-0.011197,-0.044467,0.014551,-0.172157,-0.108840,0.362866,0.042414,-0.187848,0.020451,0.065266,-0.106678,0.068368,0.346931,0.123085,-0.083871,-0.212293,-0.066048,0.193432,-0.094749,0.061134,0.284046,-0.076217,-0.083707,0.095132,-0.119705,-0.026210,-0.039358,-0.041979,0.121305,0.058129,-0.001938,0.134378,-0.002372,0.109390,0.079996,-0.190905,0.124566,0.121417,-0.024992,-0.056413,0.109336,-0.046208,-0.085000,-0.011790,-0.090573,-0.081374,-0.141387,-0.109793,0.093390,-0.065630,0.072090,-0.101455,0.080879,0.017460,0.058832,0.022479,-0.244465,0.009190]
100009	[-0.101503,0.020560,-0.157408,-0.210573,0.005044,-0.253579,-0.103124,-0.169773,-0.222145,0.102400,0.007563,0.106102,-0.055515,-0.065692,-0.174871,0.075589,0.082194,-0.259744,0.000966,-0.113364,-0.123728,-0.186249,-0.136105,-0.040224,0.052179,0.121403,-0.003857,0.034382,-0.221276,0.169419,-0.095831,0.057564,-0.164343,-0.296923,-0.126276,0.138394,0.062678,-0.214249,-0.076022,0.030014,0.206620,-0.050256,-0.100132,0.030190,-0.094710,0.038603,0.109182,0.007605,0.064476,-0.110667,0.061157,0.036136,-0.119761,0.076323,-0.073636,-0.038277,0.045910,-0.075914,0.137081,-0.015374,0.015816,0.114201,-0.165477,0.184502]
